12-29-2020,16:01:45,Gulf Standard Time,ITF,00233250184669,0,12-29-2020,16:01:45,,
12-29-2020,16:01:39,Gulf Standard Time,ITF,00089163206159,0,12-29-2020,16:01:39,,
12-29-2020,16:00:53,Gulf Standard Time,ITF,90066708191979,0,12-29-2020,16:00:53,,
12-29-2020,16:00:42,Gulf Standard Time,ITF,30288241214129,0,12-29-2020,16:00:42,,
12-29-2020,16:00:21,Gulf Standard Time,ITF,80489218152349,0,12-29-2020,16:00:21,,
12-29-2020,16:00:12,Gulf Standard Time,ITF,40323654211439,0,12-29-2020,16:00:12,,
12-29-2020,16:00:03,Gulf Standard Time,ITF,20489216211439,0,12-29-2020,16:00:03,,
12-29-2020,15:59:36,Gulf Standard Time,ITF,80466330152349,0,12-29-2020,15:59:36,,
12-29-2020,15:59:14,Gulf Standard Time,ITF,90091760223889,0,12-29-2020,15:59:14,,
12-29-2020,15:59:08,Gulf Standard Time,ITF,40155311224589,0,12-29-2020,15:59:08,,
12-29-2020,15:59:04,Gulf Standard Time,ITF,10185852224589,0,12-29-2020,15:59:04,,
12-29-2020,15:58:56,Gulf Standard Time,ITF,40343001221859,0,12-29-2020,15:58:56,,
12-29-2020,15:58:45,Gulf Standard Time,ITF,00343003224589,0,12-29-2020,15:58:45,,
12-29-2020,15:58:34,Gulf Standard Time,ITF,70014999221859,0,12-29-2020,15:58:34,,
12-29-2020,15:58:09,Gulf Standard Time,ITF,00453058221859,0,12-29-2020,15:58:09,,
12-29-2020,15:58:04,Gulf Standard Time,ITF,90091760223889,0,12-29-2020,15:58:04,,
12-29-2020,15:57:58,Gulf Standard Time,ITF,80399760221859,0,12-29-2020,15:57:58,,
12-29-2020,15:57:54,Gulf Standard Time,ITF,10203375224589,0,12-29-2020,15:57:54,,
12-29-2020,15:57:49,Gulf Standard Time,ITF,90235626223889,0,12-29-2020,15:57:49,,
12-29-2020,15:57:45,Gulf Standard Time,ITF,90342971225169,0,12-29-2020,15:57:45,,
12-29-2020,15:57:37,Gulf Standard Time,CODE_128,L45001397,0,12-29-2020,15:57:37,,
12-29-2020,15:57:25,Gulf Standard Time,ITF,40155311224589,0,12-29-2020,15:57:25,,
12-29-2020,15:57:17,Gulf Standard Time,ITF,30167507224229,0,12-29-2020,15:57:17,,
12-29-2020,15:57:07,Gulf Standard Time,ITF,60453022221859,0,12-29-2020,15:57:07,,
12-29-2020,15:56:51,Gulf Standard Time,ITF,30423989108669,0,12-29-2020,15:56:51,,
12-29-2020,15:56:42,Gulf Standard Time,ITF,90417481233489,0,12-29-2020,15:56:42,,
12-29-2020,15:56:38,Gulf Standard Time,ITF,90417481233489,0,12-29-2020,15:56:38,,
12-29-2020,15:56:34,Gulf Standard Time,ITF,70417482233489,0,12-29-2020,15:56:34,,
12-29-2020,15:56:23,Gulf Standard Time,ITF,60318920108669,0,12-29-2020,15:56:23,,
12-29-2020,15:56:19,Gulf Standard Time,ITF,90247709151999,0,12-29-2020,15:56:19,,
12-29-2020,15:56:15,Gulf Standard Time,ITF,30362820151992,0,12-29-2020,15:56:15,,
12-29-2020,15:56:08,Gulf Standard Time,ITF,30424724137819,0,12-29-2020,15:56:08,,
12-29-2020,15:56:03,Gulf Standard Time,ITF,10330571186919,0,12-29-2020,15:56:03,,
12-29-2020,15:55:49,Gulf Standard Time,ITF,70277354137819,0,12-29-2020,15:55:49,,
12-29-2020,15:55:45,Gulf Standard Time,ITF,70277354207269,0,12-29-2020,15:55:45,,
12-29-2020,15:55:39,Gulf Standard Time,ITF,70277354207269,0,12-29-2020,15:55:39,,
12-29-2020,15:55:35,Gulf Standard Time,ITF,30424724137819,0,12-29-2020,15:55:35,,
12-29-2020,15:55:32,Gulf Standard Time,ITF,30424724137819,0,12-29-2020,15:55:32,,
12-29-2020,15:55:26,Gulf Standard Time,ITF,30423989108669,0,12-29-2020,15:55:26,,
12-29-2020,15:55:08,Gulf Standard Time,ITF,80473321183149,0,12-29-2020,15:55:08,,
12-29-2020,15:55:00,Gulf Standard Time,ITF,60214343230009,0,12-29-2020,15:55:00,,
12-29-2020,15:54:50,Gulf Standard Time,ITF,20439392183149,0,12-29-2020,15:54:50,,
12-29-2020,15:54:40,Gulf Standard Time,ITF,10419950220929,0,12-29-2020,15:54:40,,
12-29-2020,15:54:30,Gulf Standard Time,ITF,70350113203259,0,12-29-2020,15:54:30,,
12-29-2020,15:54:10,Gulf Standard Time,ITF,00286917219069,0,12-29-2020,15:54:10,,
12-29-2020,15:53:58,Gulf Standard Time,ITF,10453840214129,0,12-29-2020,15:53:58,,
12-29-2020,15:53:54,Gulf Standard Time,ITF,30015123123869,0,12-29-2020,15:53:54,,
12-29-2020,15:53:35,Gulf Standard Time,ITF,30396288183149,0,12-29-2020,15:53:35,,
12-29-2020,15:53:31,Gulf Standard Time,ITF,50415894183149,0,12-29-2020,15:53:31,,
12-29-2020,15:53:26,Gulf Standard Time,ITF,40396018183149,0,12-29-2020,15:53:26,,
12-29-2020,15:53:21,Gulf Standard Time,ITF,20444930183149,0,12-29-2020,15:53:21,,
12-29-2020,15:53:10,Gulf Standard Time,ITF,10091764224229,0,12-29-2020,15:53:10,,
12-29-2020,15:52:59,Gulf Standard Time,ITF,70480001125889,0,12-29-2020,15:52:59,,
12-29-2020,15:52:38,Gulf Standard Time,ITF,00297850125889,0,12-29-2020,15:52:38,,
12-29-2020,15:52:32,Gulf Standard Time,ITF,80300207123869,0,12-29-2020,15:52:32,,
12-29-2020,15:52:20,Gulf Standard Time,ITF,00297850125889,0,12-29-2020,15:52:20,,
12-29-2020,15:52:16,Gulf Standard Time,ITF,60241389125889,0,12-29-2020,15:52:16,,
12-29-2020,15:52:10,Gulf Standard Time,ITF,00473749198959,0,12-29-2020,15:52:10,,
12-29-2020,15:51:58,Gulf Standard Time,ITF,30353887220929,0,12-29-2020,15:51:58,,
12-29-2020,15:51:37,Gulf Standard Time,ITF,00463910120119,0,12-29-2020,15:51:37,,
12-29-2020,15:51:31,Gulf Standard Time,ITF,90463784180049,0,12-29-2020,15:51:31,,
12-29-2020,15:51:17,Gulf Standard Time,ITF,30360232199559,0,12-29-2020,15:51:17,,
12-29-2020,15:51:10,Gulf Standard Time,ITF,70360225199559,0,12-29-2020,15:51:10,,
12-29-2020,15:50:59,Gulf Standard Time,ITF,10360228199559,0,12-29-2020,15:50:59,,
12-29-2020,15:50:53,Gulf Standard Time,ITF,20360280209229,0,12-29-2020,15:50:53,,
12-29-2020,15:50:42,Gulf Standard Time,ITF,20239595209229,0,12-29-2020,15:50:42,,
12-29-2020,15:50:17,Gulf Standard Time,ITF,50415894183149,0,12-29-2020,15:50:17,,
12-29-2020,15:50:11,Gulf Standard Time,ITF,30015123123869,0,12-29-2020,15:50:11,,
12-29-2020,15:50:01,Gulf Standard Time,ITF,30472908152349,0,12-29-2020,15:50:01,,
12-29-2020,15:49:54,Gulf Standard Time,ITF,00396384167909,0,12-29-2020,15:49:54,,
12-29-2020,15:49:49,Gulf Standard Time,ITF,00415896183149,0,12-29-2020,15:49:49,,
12-29-2020,15:49:31,Gulf Standard Time,ITF,50410636168249,0,12-29-2020,15:49:31,,
12-29-2020,15:44:30,Gulf Standard Time,ITF,70238268222179,0,12-29-2020,15:44:30,,
12-29-2020,15:39:25,Gulf Standard Time,ITF,80398058220929,0,12-29-2020,15:39:25,,
12-29-2020,15:39:02,Gulf Standard Time,ITF,60226039228069,0,12-29-2020,15:39:02,,
12-29-2020,15:38:50,Gulf Standard Time,ITF,4925186129,0,12-29-2020,15:38:50,,
12-29-2020,15:38:47,Gulf Standard Time,ITF,60334920203259,0,12-29-2020,15:38:47,,
12-29-2020,15:38:40,Gulf Standard Time,ITF,1020469522,0,12-29-2020,15:38:40,,
12-29-2020,15:38:32,Gulf Standard Time,ITF,40204694228069,0,12-29-2020,15:38:32,,
12-29-2020,15:38:02,Gulf Standard Time,ITF,90204696228069,0,12-29-2020,15:38:02,,
12-29-2020,15:37:57,Gulf Standard Time,ITF,90204696228069,0,12-29-2020,15:37:57,,
12-29-2020,15:37:46,Gulf Standard Time,ITF,90091760223889,0,12-29-2020,15:37:46,,
12-29-2020,15:37:39,Gulf Standard Time,ITF,225059,0,12-29-2020,15:37:39,,
12-29-2020,15:37:35,Gulf Standard Time,ITF,225059,0,12-29-2020,15:37:35,,
12-29-2020,15:37:25,Gulf Standard Time,ITF,90371223186339,0,12-29-2020,15:37:25,,
12-29-2020,15:37:19,Gulf Standard Time,ITF,40371225186129,0,12-29-2020,15:37:19,,
12-29-2020,15:37:14,Gulf Standard Time,ITF,00401781230009,0,12-29-2020,15:37:14,,
12-29-2020,15:37:09,Gulf Standard Time,ITF,40334921153869,0,12-29-2020,15:37:09,,
12-29-2020,15:37:07,Gulf Standard Time,ITF,80334919186129,0,12-29-2020,15:37:07,,
12-29-2020,15:36:24,Gulf Standard Time,ITF,40454560227249,0,12-29-2020,15:36:24,,
